"","OBJECTID","ARRDT","BOIS","TYPE_VOIE","NOM_VOIE","STATUT","TYPOLOGIE","SENS_VELO","TYPOLOGIE_SIMPLE","SHAPE.LEN","geo_shape","geo_point_2d"
"6375",5553,8,"NON","BOULEVARD DE","COURCELLES","VOIE 50","BANDE CYCLABLE DECALEE","SENS CIRCULATION GENERALE","BANDE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.300682036598267, 48.87854926683375], [2.300843357219545, 48.8785835654922]]}","48.8785664162, 2.30076269691"
"6376",5554,8,"NON","BOULEVARD DE","COURCELLES","VOIE 50","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.300843357219545, 48.8785835654922], [2.3010827929810382, 48.87863447186024]]}","48.8786090187, 2.3009630751"
"6377",5556,8,"NON","BOULEVARD DE","COURCELLES","VOIE 50","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.303037485875618, 48.87905399263191], [2.303438994637011, 48.87913976706596]]}","48.8790968798, 2.30323824026"
"6378",5558,8,"NON","BOULEVARD DE","COURCELLES","VOIE 50","BANDE CYCLABLE SUR CHAUSSEE","SENS CIRCULATION GENERALE","BANDE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.305179305494239, 48.87949277698454], [2.305317164725369, 48.879523428258224]]}","48.8795081026, 2.30524823511"
"6379",5559,8,"NON","BOULEVARD DE","COURCELLES","AIRE PIETONNE","PISTE CYCLABLE SUR TROTTOIR","CIRCULATION GENERALE INTERDITE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.309845329814176, 48.880461193952605], [2.3098475495536333, 48.88045965569898], [2.309849475665993, 48.88045776267001], [2.309851052142977, 48.88045556991197], [2.309852233143148, 48.88045314118678], [2.309852984324902, 48.88045054711788], [2.3098532838450723, 48.880447863136666], [2.309853122994087, 48.88044516728903], [2.309852506449237, 48.88044253796594], [2.309852358787176, 48.8804398734913], [2.309852670987861, 48.88043722325359], [2.309853433771218, 48.88043466603034], [2.3098546244637372, 48.88043227783426], [2.309856207672435, 48.88043012965377], [2.309858136336901, 48.8804282853429], [2.309860353128153, 48.880426799723246], [2.309862792152726, 48.88042571695442], [2.309865380911335, 48.8804250692214], [2.309868042453894, 48.88042487577786], [2.312191287208586, 48.880707027331184], [2.312203347129295, 48.880708358289034], [2.312214994291433, 48.88071175781113], [2.312225876674509, 48.88071712315127], [2.312235665372496, 48.880724292148976], [2.312244064534593, 48.880733048130494], [2.312255537978826, 48.88075922187485]]}","48.8805692742, 2.31104996946"
"6380",5563,8,"NON","BOULEVARD DE","COURCELLES","VOIE 30","PISTE CYCLABLE SUR TROTTOIR","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.312930283156581, 48.88079117597059], [2.313084819512366, 48.88080919512357], [2.313111649918747, 48.88082648143566], [2.314669518403674, 48.88101416909958], [2.314805217303426, 48.88103530191263]]}","48.8809163, 2.31386609493"
"6381",5566,8,"NON","BOULEVARD DES","BATIGNOLLES","VOIE 50","PISTE CYCLABLE BIDIRECTIONNELLE SUR TERRE PLEIN-CENTRAL","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.325444448995686, 48.88306562685788], [2.326438700976845, 48.88326272568084], [2.326442766776769, 48.88326388191005], [2.326446969770019, 48.88326433184643], [2.326451188184746, 48.883264062454145], [2.326455299802299, 48.883263081538196], [2.326459185498226, 48.88326141751831], [2.326462732693622, 48.88325911860556], [2.326465838616838, 48.883256251405534], [2.32646841328105, 48.883252898988616], [2.326471314632265, 48.88324565476405]]}","48.8831679163, 2.32596192542"
"6382",5568,8,"NON","BOULEVARD DES","BATIGNOLLES","VOIE 50","PISTE CYCLABLE SUR TROTTOIR","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.316886798942043, 48.88118275264376], [2.316983082248056, 48.8811999584457], [2.31698836812476, 48.881201015384896], [2.316993392167132, 48.88120296899981], [2.316998003505871, 48.881205760624425], [2.317002063664943, 48.88120930642776], [2.317005450719947, 48.881213499931235], [2.317008062959434, 48.88121821520618], [2.317009821939251, 48.88122331065543], [2.3170106748381762, 48.88122863326535], [2.317010596044114, 48.88123402320083]]}","48.8811986315, 2.31695697858"
"6383",5569,8,"NON","BOULEVARD DES","BATIGNOLLES","VOIE 50","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.316621304737442, 48.881138406571964], [2.316886798942043, 48.88118275264376]]}","48.8811605796, 2.31675405184"
"6384",5570,8,"NON","BOULEVARD DES","BATIGNOLLES","VOIE 50","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.317010596044113, 48.881234023200875], [2.316962959615435, 48.8813313106819]]}","48.8812826669, 2.31698677783"
"6385",5571,8,"NON","BOULEVARD DES","BATIGNOLLES","VOIE 50","PISTE CYCLABLE BIDIRECTIONNELLE SUR TERRE PLEIN-CENTRAL","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.316962959615438, 48.88133131068168], [2.316964030191171, 48.88133541579925], [2.316965767518619, 48.88133928617598], [2.316968123366363, 48.88134281436306], [2.316971032331721, 48.88134590241151], [2.316974413656444, 48.8813484645914], [2.316978173468716, 48.88135042977189], [2.316982207389207, 48.88135174339594], [2.316986403428839, 48.88135236899492], [2.316990645097805, 48.881352289201054], [2.318768373131772, 48.88171380559058]]}","48.8815291785, 2.31786084585"
"6386",5579,8,"NON","BOULEVARD DES","BATIGNOLLES","VOIE 50","PISTE CYCLABLE BIDIRECTIONNELLE SUR TERRE PLEIN-CENTRAL","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.324334229305947, 48.88288925689576], [2.324455939913838, 48.88290755192082], [2.324470082021997, 48.88290811228993], [2.324484153539215, 48.88290659385657], [2.3244978505462273, 48.882903029416134], [2.324528779187472, 48.882888451086984], [2.32453801789765, 48.882886230616805], [2.324547501521551, 48.88288564313806], [2.324556943647505, 48.88288670639299], [2.3253602266602362, 48.88304992358081]]}","48.8829530123, 2.32484705348"
"6393",5610,8,"NON","BOULEVARD DES","BATIGNOLLES","VOIE 50","PISTE CYCLABLE BIDIRECTIONNELLE SUR TERRE PLEIN-CENTRAL","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.318766563708418, 48.88172279082567], [2.316964733795547, 48.881356790367796], [2.316903530931159, 48.88138343676789]]}","48.8815338462, 2.31783301454"
"6394",5615,8,"NON","BOULEVARD DES","BATIGNOLLES","VOIE 50","PISTE CYCLABLE BIDIRECTIONNELLE SUR TERRE PLEIN-CENTRAL","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.324093433885843, 48.88280325798593], [2.323369404457029, 48.882655801088774]]}","48.8827295295, 2.32373141917"
"6395",5617,8,"NON","BOULEVARD DES","BATIGNOLLES","VOIE 50","PISTE CYCLABLE BIDIRECTIONNELLE SUR TERRE PLEIN-CENTRAL","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.323283060562709, 48.88263687203664], [2.322567890498867, 48.88249065303909], [2.322525709725963, 48.88247435280423], [2.321053972334805, 48.88217571787174], [2.320870529187022, 48.882202041576235], [2.320523655584195, 48.88212057567497], [2.320523175923881, 48.882120448556435]]}","48.8823596965, 2.32190329957"
"6396",5618,8,"NON","BOULEVARD DES","BATIGNOLLES","VOIE 50","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.320523175923881, 48.882120448556435], [2.320511956250039, 48.882117475141804], [2.320443360231064, 48.88209220949385], [2.320424923495236, 48.88206052597946], [2.320353134040961, 48.88204592140848]]}","48.8820808912, 2.32043848054"
"6398",5629,8,"NON","BOULEVARD DES","BATIGNOLLES","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.323498935058535, 48.882565166670396], [2.324086591742257, 48.88268795646892]]}","48.8826265616, 2.3237927634"
"6409",3539,5,"NON","RUE DU","FER A MOULIN","ZONE 30","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.356169459889744, 48.8395892304248], [2.356061645852915, 48.83956223682809], [2.355962253817085, 48.839553849150946], [2.355769318003046, 48.83950141143974], [2.355670928111854, 48.83949945376553], [2.355669618793409, 48.83949909592084]]}","48.839538725, 2.35592011295"
"6410",3540,5,"NON","RUE DU","FER A MOULIN","ZONE 30","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.35471361772598, 48.83923658555495], [2.354190768130486, 48.839102411389625], [2.354031632237207, 48.83906300301758], [2.353824739442743, 48.839002634157296], [2.353644421565436, 48.838979529908286], [2.353358639889289, 48.838949430459884], [2.353195606915333, 48.83892784671421], [2.352807086747938, 48.838862924482164], [2.352565820410841, 48.83881878651467], [2.351945380826736, 48.83870620424893], [2.350971589306468, 48.83853286056824]]}","48.8388645965, 2.35284753618"
"6411",3565,5,"NON","RUE DE LA","CLEF","ZONE 30","CONTINUITE VELO","CONTRESENS","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.352732068165335, 48.84290649774521], [2.352722570109759, 48.843046306561874], [2.352722576902897, 48.84304643529427]]}","48.8429764665, 2.35272731478"
"6413",3592,5,"NON","RUE DE L","ARBALETE","ZONE 30","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.348235112167883, 48.840165916372754], [2.348586072926729, 48.840282368838935], [2.34868549178652, 48.840315483207206], [2.348800789961687, 48.84035369516872], [2.34903247655116, 48.84041884941131], [2.349033425468111, 48.84041885457516]]}","48.8402963169, 2.34863308519"
"6414",3595,5,"NON","RUE","LHOMOND","ZONE 30","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.348343447777137, 48.841486874788025], [2.348535964371338, 48.841117718827704], [2.348759642087713, 48.84068483889731], [2.348872361959106, 48.84047372794996]]}","48.8409799376, 2.34860721752"
"6415",3601,5,"NON","RUE","ORTOLAN","ZONE 30","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.349705333554084, 48.84316991378294], [2.350503267259398, 48.84318615025936], [2.351312771082946, 48.843203070551866]]}","48.8431863809, 2.35050905461"
"6416",3605,5,"NON","RUE","PESTALOZZI","ZONE 30","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.351878955766024, 48.84214383983596], [2.35162883246121, 48.84213238264037]]}","48.8421381112, 2.35175389411"
"6417",3606,5,"NON","RUE","PESTALOZZI","ZONE 30","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.3514412445165123, 48.842106936062564], [2.3511159500962, 48.842089511958726], [2.351107252090077, 48.84208982498165], [2.351098628324824, 48.842088648560505], [2.351090331975817, 48.84208601723251], [2.351082606606191, 48.84208200824786], [2.351075679016341, 48.84207673930178], [2.351069752585548, 48.84207036507932], [2.351065001301196, 48.84206307271408], [2.3510615646508732, 48.84205507629436], [2.351059543527312, 48.842046610578], [2.351085903153221, 48.841835029324926], [2.35110812368102, 48.84165098731857]]}","48.8419721629, 2.35116279569"
"6418",3607,5,"NON","RUE DE L","EPEE DE BOI","ZONE 30","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.351822506287805, 48.84166106316442], [2.351199791147887, 48.841605757081595], [2.350980765524009, 48.84159016170199], [2.3505821802322, 48.841544776717775], [2.349881064292155, 48.84148333936498], [2.349732260902803, 48.8414681233036]]}","48.8415658525, 2.35077727075"
"6419",3613,5,"NON","RUE","DAUBENTON","ZONE 30","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.350817578780215, 48.84027633414218], [2.35054977722532, 48.84021537211725], [2.350526148033198, 48.84020772697902]]}","48.8402430085, 2.35067159447"
"6420",3620,5,"NON","RUE","LACEPEDE","ZONE 30","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.3514905663401873, 48.8439482768412], [2.351386617735346, 48.843971525112686]]}","48.843959901, 2.35143859204"
"6421",3621,5,"NON","RUE","GRACIEUSE","ZONE 30","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.351526396205048, 48.843895573695825], [2.35147342174862, 48.843620514039294], [2.35140986918451, 48.84342033491595], [2.351363110650238, 48.843182532888726], [2.35138454625171, 48.84299848775773], [2.351416094640698, 48.84272927379227], [2.351449151078229, 48.84245810876669], [2.351477761416568, 48.842424958075696], [2.351506034280762, 48.84219586253381]]}","48.8430460329, 2.3514354705"
"6422",3626,5,"NON","RUE","RATAUD","ZONE 30","CONTINUITE VELO","CONTRESENS","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.346471782488764, 48.84222681993617], [2.346144295075408, 48.84211728284264]]}","48.8421720514, 2.34630803878"
"6423",3632,5,"NON","RUE","VAUQUELIN","ZONE 30","CONTINUITE VELO","CONTRESENS","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.347215868504013, 48.840878752994776], [2.347132719661, 48.84094345652471]]}","48.8409111048, 2.34717429408"
"6424",3634,5,"NON","RUE D","ULM","ZONE 30","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.343730599537725, 48.84143117231411], [2.343916249730446, 48.84180649710482], [2.344192161987777, 48.842351413069274]]}","48.8418918128, 2.34396034147"
"6425",3636,5,"NON","RUE D","ULM","ZONE 30","CONTINUITE VELO","CONTRESENS","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.345146577065091, 48.84425353484939], [2.345210685792193, 48.84441697600497]]}","48.8443352554, 2.34517863143"
"6426",3637,5,"NON","RUE D","ULM","ZONE 30","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.345210685792193, 48.84441697600497], [2.345262076960058, 48.84451796326323]]}","48.8444674696, 2.34523638138"
"6427",3640,5,"NON","RUE","PIERRE ET MARIE CURIE","ZONE 30","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.345092789945978, 48.84434325197437], [2.3440436580532182, 48.84455674015124], [2.343072773020078, 48.84475353772149], [2.342513444261523, 48.84486453907928]]}","48.8446050255, 2.34380334434"
"6428",3646,5,"NON","RUE","PIERRE NICOLE","ZONE 30","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.3397508007382672, 48.841130721503255], [2.339379728923, 48.84064258315657], [2.338759387983343, 48.83983274249139], [2.338430441833058, 48.83940511227211]]}","48.8402671746, 2.33909159203"
"6429",3648,5,"NON","RUE","PIERRE NICOLE","ZONE 30","CONTINUITE VELO","CONTRESENS","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.340811529613686, 48.84231398824025], [2.340663941785467, 48.84230697195711]]}","48.8423104801, 2.3407377357"
"6430",3650,5,"NON","PLACE","ALPHONSE LAVERAN","ZONE 30","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.340980971882476, 48.840892382418424], [2.340966022108731, 48.84086956160283], [2.340928918955934, 48.840811660225036]]}","48.8408520748, 2.3409548629"
"6431",3659,5,"NON","RUE DU","CARDINAL LEMOINE","ZONE 30","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.349750019442906, 48.84507332394411], [2.349735745627318, 48.84508625512138], [2.349719707807445, 48.845096920274486], [2.349702262512627, 48.845105082311356], [2.34968379756113, 48.84511055978552], [2.349664723438731, 48.8451132309298], [2.349608536454631, 48.84510625899985], [2.349270151557609, 48.84501537372495]]}","48.8450735155, 2.34951328238"
"6432",3666,5,"NON","RUE DE L","ESTRAPADE","ZONE 30","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.34516793978075, 48.84515663836739], [2.345370100917931, 48.84509763859499], [2.345457570586387, 48.845074273956314]]}","48.8451147569, 2.34531255977"
"6433",3673,5,"NON","RUE","AMYOT","ZONE 30","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.348030807045835, 48.843593223750936], [2.348021612670008, 48.84358899671604], [2.348011963652672, 48.84358594698896], [2.348002010070403, 48.8435841220038], [2.347762160339904, 48.84354643901963], [2.347643837155602, 48.84354400488941], [2.347422011083677, 48.84350999742514], [2.347152612904724, 48.84346719651878]]}","48.8435301772, 2.34759210057"
"6434",3679,5,"NON","RUE","LHOMOND","ZONE 30","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.344933607907723, 48.84501529785448], [2.344945544217128, 48.84499368072013], [2.345084430832601, 48.844829761328484], [2.345256252093791, 48.84462285995998]]}","48.8448181602, 2.345093494"
"6490",5019,10,"NON","BOULEVARD DE LA","VILLETTE","VOIE 50","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.368178042856987, 48.8840025230864], [2.368221216216329, 48.88399815782588], [2.368263583998994, 48.88398877883615], [2.368304566004626, 48.88397451455661], [2.368343601010226, 48.883955560327685], [2.368380154455743, 48.883932175715714], [2.368413725764543, 48.88390468095836], [2.368486295093736, 48.88383394751795], [2.368563267860753, 48.883768033025845], [2.368644324673656, 48.88370721098861]]}","48.8838785252, 2.36842253872"
"6491",5026,10,"NON","BOULEVARD DE LA","VILLETTE","VOIE 50","BANDE CYCLABLE SUR CHAUSSEE","SENS CIRCULATION GENERALE","BANDE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.369998270322557, 48.881795148706345], [2.370001666613319, 48.88158746585468]]}","48.8816913073, 2.36999996847"
"6492",5028,10,"NON","BOULEVARD DE LA","VILLETTE","VOIE 50","PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.370013180451323, 48.88021218618346], [2.37002955716129, 48.878858345758786]]}","48.879535266, 2.37002136881"
"6493",5029,10,"NON","BOULEVARD DE LA","VILLETTE","VOIE 50","PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.369999304192945, 48.88135926127414], [2.370007265630621, 48.88070113868621]]}","48.8810302, 2.37000328491"
"6494",5038,10,"NON","BOULEVARD DE LA","VILLETTE","VOIE 50","PISTE CYCLABLE SUR TROTTOIR","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.372766965879327, 48.87555117452336], [2.373094034271136, 48.87526595774938]]}","48.8754085661, 2.37293050008"
"6495",5039,10,"NON","BOULEVARD DE LA","VILLETTE","VOIE 50","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.373094034271136, 48.87526595774938], [2.3731537230095823, 48.875213906330934]]}","48.875239932, 2.37312387864"
"6496",5044,10,"NON","BOULEVARD DE LA","VILLETTE","VOIE 50","PISTE CYCLABLE SUR CHAUSSEE","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.376490252505378, 48.872264407603744], [2.376548282622408, 48.87223805948234], [2.376681010473979, 48.87211882398593]]}","48.8721975997, 2.37658954389"
"6497",5045,10,"NON","BOULEVARD DE LA","VILLETTE","VOIE 50","PISTE CYCLABLE SUR TROTTOIR","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.37603581935742, 48.87267304130211], [2.376141856575397, 48.87257769164742]]}","48.8726253665, 2.37608883797"
